Group,Genre,UserRating,LowerDownloads,JavaFiles,DefectCount,LOC,SourceFragment,CloneFragment,CloneGroup,OPrivCount,UPrivCount,IntentsCount,PermissionCount,RowID,DEX_NATIVE,DEX_DYNAMIC,DEX_CRYPTO,DEX_REFLECTION,APK_DEX,APK_EXECUTABLE,APK_ZIP,APK_SHELL_SCRIPT,APK_APK,APK_SHARED_LIBRARIES,PERM_PRIVACY,PERM_NORMAL,PERM_MONEY,PERM_INTERNET,PERM_SMS,PERM_DANGEROUS,PERM_SIGNATUREORSYSTEM,PERM_CALL,PERM_SIGNATURE,PERM_GPS,FuzzyRisk
2,Word,4.6,10000000,6036,12,477336,6123,1792,664,5,0,5,4,16623,1,1,1,1,0,0,0,0,0,0,1,4,0,1,0,3,0,0,1,0,92
2,Board,4.3,10000,405,6,46113,623,286,111,0,2,3,10,13501,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,51.11111111
2,Business,4.8,1000,3415,6,379436,6669,4932,796,2,2,2,0,129237,0,1,1,1,0,0,0,0,0,0,2,1,0,1,0,4,0,0,0,2,100
2,Health & Fitness,3.2,10000,11,3,328,4,2,1,0,0,2,2,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Music,4.3,100000,1107,9,113999,1845,832,301,0,6,3,0,50992,1,0,1,1,0,0,0,0,0,0,2,3,0,1,0,3,0,0,0,2,50
2,Tools,4.1,500000,361,9,32564,407,194,80,5,1,2,14,7947,0,0,0,1,0,0,0,0,0,0,1,11,0,1,0,5,0,0,1,0,51.11111111
2,Social,3.9,1000000,3665,18,401426,7028,4512,932,4,1,2,0,52659,1,1,1,1,0,0,0,0,0,0,5,7,0,1,0,7,0,0,1,0,100
2,Education,5,1000,64,3,6354,169,166,25,0,0,2,0,69617,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
2,Books & Reference,4.6,10000,382,9,34173,547,255,104,0,3,2,1,29319,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,Personalization,4.2,1000,70,3660,6823,73,22,3,1,0,2,0,58124,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,1,51.11111111
2,Education,4.3,500000,1192,15,185728,1381,390,155,1,2,2,10,2823,1,1,1,1,0,0,0,0,0,0,2,4,0,1,0,4,0,0,0,0,92
2,Arcade,4.1,1000000,1004,12,91155,1516,658,247,0,2,2,4,1496,1,0,1,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,51.11111111
2,News & Magazines,4.2,1000,612,6,76184,855,379,142,0,1,2,3,1109,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,92
2,Casual,4.4,1000,423,5111,39292,501,133,60,0,1,2,3,23344,0,0,1,1,0,0,0,0,0,0,3,3,0,1,0,5,0,0,0,2,50
2,Personalization,4.8,1000,1882,9,272116,3346,1899,491,0,3,2,5,2574,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,92
2,Puzzle,3.3,1000,1342,12,157120,1806,785,312,1,7,2,46,1730,1,1,1,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,92
2,Shopping,4.4,10000,1990,9,197620,2579,2011,280,4,1,5,0,69556,0,0,1,1,0,0,0,0,0,0,2,4,1,1,1,6,0,0,1,0,51.11111111
2,Puzzle,4,10000,3347,12,390358,5705,2659,766,0,5,2,9,18876,1,1,1,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,92
2,Puzzle,3.8,1000000,569,4332,52995,831,280,112,4,5,2,0,53360,1,0,1,1,0,0,0,0,0,0,0,5,0,1,0,3,0,0,2,0,51.11111111
2,Tools,3.4,10000,111,6,10679,125,23,8,0,0,2,2,13603,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0
2,Weather,4.2,100000,15,3,537,10,4,1,1,0,2,10,4874,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,51.11111111
2,Casual,4,50000,1004,12,95600,1448,527,192,0,7,3,2,29604,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,51.11111111
2,Music & Audio,4.6,1000,976,9,123061,1339,514,206,0,2,2,0,53040,0,1,1,1,0,0,0,0,0,0,2,2,0,1,0,3,0,0,0,1,100
2,Personalization,3.9,5000,14,3,2416,4,0,0,0,2,2,16,11964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Finance,4.2,100000,767,6,105316,1032,366,140,1,1,2,8,13909,0,1,1,1,0,0,0,0,0,0,1,3,0,1,0,2,0,0,0,0,92
2,Finance,4,1000,396,6,38861,500,235,99,1,2,2,0,129176,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,51.11111111
2,Word,3.9,100000,2375,6,237680,3351,1459,521,5,3,2,0,60451,1,0,1,1,0,0,0,0,0,0,3,7,0,2,0,7,0,0,1,1,50
2,Role Playing,3.9,100000,141,6,13720,267,89,41,0,0,2,14,7230,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,Shopping,3.8,10000,73,3,4670,62,35,13,0,0,2,7,4831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Entertainment,4.6,10000000,3622,12,414871,6569,3732,889,1,3,5,30,2885,1,1,1,1,0,0,0,0,0,0,3,4,0,1,0,5,0,0,0,1,100
2,Business,4.1,5000,52,6,6742,84,16,8,0,0,2,0,135269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Communication,3.9,10000,94,3,9321,125,30,13,4,0,2,0,66646,0,0,1,0,0,0,0,0,0,0,3,1,2,1,0,6,1,2,0,0,50
2,Communication,3.8,5000000,1639,191727,101057,1538,532,151,34,0,8,2,2620,1,1,1,1,0,0,0,0,0,0,12,16,1,2,2,25,0,0,0,2,100
2,Arcade,3.1,5000,533,69,59482,798,395,95,0,9,2,2,525,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Health & Fitness,4.4,10000000,4903,18,515875,9994,5992,1574,1,4,5,0,53825,0,1,1,1,0,0,0,0,0,0,2,3,0,1,0,6,0,0,1,1,50
2,Personalization,4.4,1000,17,3,843,4,0,0,1,0,2,4,10956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2,Racing,4.2,1000,3480,9,330943,4595,1832,621,3,0,2,3,23350,1,1,1,1,0,0,0,0,0,0,5,6,1,1,0,13,0,1,0,2,83.33333333
2,Puzzle,4.4,1000000,1893,15,245522,4041,2671,522,0,5,3,3,17979,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,92
2,Entertainment,4.1,50000,275,6,33987,283,30,14,0,1,2,0,134376,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,92
2,Business,3.4,1000,699,21,80094,1070,652,175,9,1,2,14,835,1,0,1,1,0,0,0,0,0,0,3,7,1,1,2,10,0,0,0,0,51.25
2,Tools,4.5,500000,38,3,48743,30,2,1,0,1,2,1,4309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Education,4.3,5000,199,3,17030,227,35,15,0,1,2,0,71196,0,0,0,0,0,0,0,0,0,0,3,4,0,1,0,4,0,0,0,0,51.11111111
2,Personalization,4.2,10000000,242,6,22950,392,93,41,0,4,3,1,32195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Medical,4,5000,218,9,18190,260,44,19,0,0,2,3,31463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Education,3.4,5000,182,18,23263,411,114,44,1,1,3,5,19023,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,51.11111111
2,Trivia,4,5000,198,3,22164,170,41,17,0,1,2,6,19850,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,51.11111111
2,Education,4.1,1000,488,6,43650,599,240,102,0,1,2,0,129236,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
2,Productivity,4.1,10000,131,9,8506,169,39,18,0,1,2,8,29794,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Casino,4.4,5000000,5681,18,572019,9704,5213,1211,0,7,5,0,49528,1,1,1,1,0,0,0,0,0,0,2,4,0,1,0,4,0,0,1,0,92
2,Arcade,4.2,1000,2346,19,245758,4422,2623,573,0,4,2,9,28423,1,0,1,1,0,0,0,0,0,0,3,3,0,2,0,8,0,0,0,2,50
2,Tools,4,1000,10,3,323,7,2,1,0,0,1,0,58039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Tools,3.2,50000,5478,1642983,548397,8200,4062,765,8,0,9,24,10155,1,0,1,1,0,0,0,0,0,0,4,3,0,1,1,7,0,0,0,0,50
2,Arcade,3.8,100000,82,6,8304,94,18,6,0,6,2,17,17810,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2,Card,4.2,10000000,2550,135062,152583,2607,694,235,0,1,5,3,18643,0,0,1,1,0,0,0,0,0,0,4,4,0,1,0,6,0,0,0,2,50
2,Tools,3.8,10000,19,6,3816,48,26,10,1,0,2,0,56086,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,5,0,0,0,1,51.11111111
2,Communication,4.2,5000000,5201,18,583797,9894,6526,1177,0,4,2,0,133613,1,1,1,1,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,92
2,Sports,4.5,50000,2980,45,333619,6149,4525,723,1,2,2,9,27843,0,1,1,1,0,0,0,0,0,0,1,4,0,1,0,3,0,0,0,0,92
2,Tools,4.2,5000000,4394,15,361312,6480,2959,711,0,12,2,0,137356,0,1,1,1,0,0,0,0,0,0,0,3,0,1,0,4,0,0,0,0,92
2,Medical,4.3,1000,275,6,20862,280,46,20,0,3,3,0,58088,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,51.11111111
2,Puzzle,4,10000,2631,6,357842,5982,4419,759,2,1,2,4,6795,0,1,1,1,0,0,0,0,0,0,1,5,0,1,0,2,0,0,1,0,92
2,Books & Reference,3.7,5000,85,6,8977,155,46,22,0,0,2,0,68399,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,51.11111111
2,Books & Reference,4.5,10000,653,6,70946,873,324,132,4,3,2,7,11543,0,0,1,1,0,0,0,0,0,0,2,3,0,1,0,5,1,0,0,1,50
2,Action,4.5,1000000,244,6,25299,399,58,26,0,2,2,0,70835,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,51.11111111
2,Racing,3.8,1000000,771,12,75047,1180,506,164,1,1,5,0,70697,0,0,1,1,0,0,0,0,0,0,5,6,0,1,0,7,0,0,1,2,50
2,Adventure,4.2,500000,489,6,39593,611,86,40,0,2,2,0,53592,1,0,1,1,0,0,0,0,0,0,1,3,0,1,0,3,0,0,0,0,51.11111111
2,Finance,4.3,5000,2485,16,223357,2871,1088,400,0,1,5,0,69540,1,1,1,1,0,0,0,0,0,0,4,1,0,1,0,6,0,0,0,2,50
2,Tools,4.1,10000,2838,12,212933,3053,840,318,2,4,2,9,19167,1,0,1,1,0,0,0,0,0,0,6,5,0,1,0,8,1,0,0,2,50
2,Action,4.2,100000,420,6,41908,745,230,89,3,5,2,0,50727,1,1,1,1,0,0,0,0,0,0,1,6,0,1,0,3,0,0,1,0,92
2,Tools,3.6,10000000,1698,6,156601,2595,826,313,5,1,4,0,137916,0,0,1,1,0,0,0,0,0,0,7,7,1,1,2,12,0,0,0,2,50.66666667
2,Entertainment,3.5,5000,880,9,98314,1343,532,219,1,3,2,2,16672,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,5,0,0,0,2,50
2,Sports,4.2,1000,13,3,540,14,9,4,0,0,3,0,67734,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
2,Casual,3.7,500000,1205,9,114585,1705,688,206,0,9,2,0,60118,0,1,1,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,92
2,Tools,3.5,500000,10,6,2014,810,301,103,0,0,1,0,68078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Music & Audio,4,10000,585,9,55148,724,317,129,0,2,2,4,27872,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
2,Sports,3.4,10000,300,6,49150,318,51,22,0,6,2,2,11846,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,92
2,Arcade,4.2,100000,389,6,35546,479,113,48,3,5,2,4,5666,1,0,1,1,0,0,0,0,0,0,2,4,0,1,0,5,0,0,0,1,50
2,Social,3.8,1000,48,6,4716,60,14,6,0,1,2,0,69688,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
2,Social,4.2,10000000,1907,12,216094,2823,1175,432,2,1,7,3,9599,0,0,0,1,0,0,0,0,0,0,6,8,0,1,0,8,0,0,1,0,50
2,Casino,4.2,100000,1990,12,216064,4370,2820,565,3,2,2,2,29683,0,0,1,1,0,0,0,0,0,0,2,6,0,1,0,4,0,0,1,0,51.11111111
2,Communication,4,100000,1203,12,148746,1986,789,309,0,2,7,11,5841,0,1,1,1,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,92
2,Casual,3.3,100000,41,3,3478,39,2,1,0,3,3,5,23519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Puzzle,4.1,5000,2799,6,213901,3695,2221,456,0,1,7,5,28453,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,92
2,Books & Reference,4,100000,222,3354,17354,259,91,35,6,1,2,9,6192,0,0,1,1,0,0,0,0,0,0,3,1,0,1,0,6,1,0,0,2,50
2,Communication,4.5,1000,26,3,1749,33,10,5,2,1,2,7,32207,0,0,1,0,0,0,0,0,0,0,2,0,2,0,4,4,0,0,0,0,50
2,Books & Reference,4.2,1000,311,6,22212,386,55,23,1,1,2,14,7144,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,51.11111111
2,Tools,4.2,10000,573,6,54016,793,344,136,0,1,2,0,71403,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
2,Productivity,3,100000,872,6,109806,1179,511,177,7,0,0,12,18761,0,0,1,1,0,0,0,0,0,0,7,4,1,1,1,10,0,0,0,1,50
2,Communication,3.7,5000,35,3,2352,46,12,6,2,0,2,5,4627,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,4,0,0,0,0,51.11111111
2,Entertainment,3.8,500000,1009,6,127138,1402,600,233,0,2,2,0,135592,0,1,1,1,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,92
2,Personalization,4.3,10000,385,9,37516,482,237,100,0,3,2,4,25709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Tools,4.4,1000000,1948,12,198855,2080,698,266,5,2,6,0,58220,1,0,1,1,0,0,0,0,0,0,1,7,0,1,0,7,0,0,0,0,51.11111111
2,Travel & Local,4.3,1000000000,6826,522,624533,9200,3359,1239,4,2,9,4,14009,0,1,1,1,0,0,0,0,0,0,8,6,0,1,0,14,0,0,1,2,81.53846154
2,Personalization,4.2,1000,1641,6,202296,3770,2757,412,0,2,2,13,1727,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,92
2,Tools,4.3,5000000,2505,9,186426,2983,1091,263,11,2,2,8,15434,1,1,1,1,0,0,0,0,0,0,14,6,2,1,4,23,3,0,1,2,100
2,Entertainment,4,500000,972,300,99159,1620,632,251,3,5,5,4,20488,1,1,1,1,0,0,0,0,0,0,4,6,0,1,0,7,0,0,1,1,92
2,Education,3.8,100000,1337,12,155169,1770,755,299,0,6,2,10,18177,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,92
2,Personalization,4.2,100000,824,9,92416,1199,561,209,2,4,5,12,3532,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
2,Productivity,3.4,10000,78,6,8931,165,56,23,1,1,3,1,3893,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,4,0,0,0,0,50
2,Tools,3.6,500000,75,3466,6864,73,0,0,0,1,2,19,17331,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
2,Education,4,5000,199,3,17030,227,35,15,0,1,2,0,70931,0,0,0,0,0,0,0,0,0,0,3,4,0,1,0,4,0,0,0,0,51.11111111
2,Media & Video,4.3,50000,3043,15,359719,5901,3978,766,1,1,5,0,63297,1,1,1,1,0,0,0,0,0,0,1,4,0,1,0,3,0,0,0,0,92
2,Sports,4,100000,420,56461,65825,757,168,68,0,1,2,0,67369,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,2,0,0,0,1,51.11111111
2,Personalization,3.9,1000,815,12,114601,1210,417,165,1,1,2,1,750,0,1,1,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,92
2,Communication,4.4,100000000,362,41630,54358,515,111,44,2,1,5,3,2695,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,4,0,0,0,0,51.11111111
2,Puzzle,4.4,500000,1146,6,131009,1644,489,188,0,3,2,3,2863,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,92
2,Productivity,3.5,1000,14,3,746,12,4,2,0,0,2,0,130009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Entertainment,3.9,1000,2868,9,323049,5421,3691,704,1,2,2,9,23492,1,1,1,1,0,0,0,0,0,0,3,5,0,1,0,3,0,0,1,0,92
2,Health & Fitness,3.5,5000,1249,9,114854,1962,841,205,2,1,2,0,53777,0,1,1,1,0,0,0,0,0,0,2,3,0,1,0,3,0,0,0,1,100
2,Personalization,4.3,1000,568,6,50676,771,393,152,0,3,3,11,27745,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,51.11111111
2,Personalization,4.2,50000,1317,9,165635,2214,686,271,1,3,4,0,56128,0,1,1,1,0,0,0,0,0,0,3,4,0,1,0,5,2,0,0,0,92
2,Health & Fitness,4.4,1000000,3164,27,240883,2791,772,276,1,6,2,0,69327,0,0,1,1,0,0,0,0,0,0,2,3,0,1,0,4,0,0,0,0,51.11111111
2,Tools,4.6,1000000,318,6,28499,462,89,37,0,2,2,2,2708,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,51.11111111
2,Tools,4,5000,55,3,5027,75,11,5,3,0,0,2,3899,0,0,0,1,0,0,0,0,0,0,5,0,0,0,3,6,0,0,0,0,0
2,Shopping,3,1000,13,6,459,6,0,0,0,0,2,0,68365,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
2,Books & Reference,3.7,100000,4278,18,448604,9509,6235,1254,0,3,2,7,3814,1,1,1,1,0,0,0,0,0,0,1,5,0,1,0,4,0,0,1,0,51.11111111
2,Personalization,4.3,100000,17,3,2563,5,0,0,0,2,4,0,68332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Entertainment,4.2,500000,54,6,5548,58,6,3,3,1,2,2,21857,1,0,1,0,0,0,0,0,0,0,2,2,0,1,0,4,0,0,0,0,51.11111111
2,Finance,4.9,1000,89,3,8310,114,4,2,0,1,2,5,2814,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,51.11111111
2,Business,4.1,5000000,4249,12,431743,6528,2881,936,13,0,12,3,8920,1,1,1,1,0,0,0,0,0,0,4,8,0,1,0,7,1,0,0,0,92
2,Media & Video,4.7,5000,89,3466,6551,96,9,4,0,0,2,8,2878,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,51.11111111
2,Trivia,4.3,10000000,6643,95,714002,11316,6469,1570,1,3,2,0,134391,1,1,1,1,0,0,0,0,0,0,2,4,0,1,0,3,0,0,1,0,92
2,Weather,4.6,500000,1386,6,156849,1886,760,309,0,3,2,10,20495,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,1,92
2,Lifestyle,3.7,10000,104,3,16524,115,20,10,6,0,5,4,16746,1,0,0,1,0,0,0,0,0,0,1,6,0,0,0,3,1,0,0,0,0
2,Lifestyle,4.8,5000,7,3,161,670,224,88,0,0,2,11,17125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Health & Fitness,4.1,1000,4768,33,591648,9013,4635,1256,0,7,6,0,70255,1,1,1,1,0,0,0,0,0,0,2,2,0,1,0,2,0,0,1,0,92
2,Photography,4.3,500000,225,6,20777,201,17,7,1,1,6,3,27253,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,51.11111111
2,Books & Reference,4.3,50000,581,6,74078,612,262,82,1,2,2,6,17808,0,1,1,1,0,0,0,0,0,0,2,2,0,1,0,5,0,0,0,1,100
2,Books & Reference,4.6,100000,27,3,1682,35,30,11,0,1,2,4,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Music & Audio,4.6,10000,577,12,59440,782,340,143,3,2,2,1,31800,0,0,1,1,0,0,0,0,0,0,2,5,0,1,0,3,1,0,0,0,51.11111111
2,Personalization,4,100000,15,3,651,9,4,2,0,0,2,2,10984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Communication,4.4,5000,1318,12,126866,2768,1772,525,4,0,2,3,11927,1,1,0,1,0,0,0,0,0,0,3,5,0,1,0,6,0,0,1,0,50
2,Books & Reference,4.3,100000,1518,12,180984,2365,952,373,0,6,2,15,4549,1,1,1,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,92
2,Lifestyle,3.4,1000,2439,18,314913,5457,3273,744,7,2,3,1,21472,1,0,1,1,0,0,0,0,0,0,3,7,1,1,1,6,0,0,0,0,51.11111111
2,Lifestyle,4.4,5000000,3243,21,347050,4764,2226,658,3,1,7,11,1126,1,1,1,1,0,0,0,0,0,0,5,8,0,1,0,12,0,0,0,1,91.11111111
2,Casual,4.5,500000,348,3,25825,408,76,34,0,0,2,7,4755,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,51.11111111
2,Business,3.3,1000,614,6,54965,755,218,79,0,1,2,6,12035,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,1,51.11111111
